2026-03-03 20:26:59,139 INFO [sync_financials] === sync_financials START ===
2026-03-03 20:26:59,139 INFO [sync_financials]   mode:       APPLY (本番反映)
2026-03-03 20:26:59,139 INFO [sync_financials]   scope:      RECENT 30日
2026-03-03 20:26:59,139 INFO [sync_financials]   sqlite:     C:\Users\takuy\OneDrive\tdnet-excel-input\data\jquants.db
2026-03-03 20:26:59,139 INFO [sync_financials]   table:      financials
2026-03-03 20:26:59,139 INFO [sync_financials]   limit:      無制限
2026-03-03 20:26:59,139 INFO [sync_financials]   batch-size: 500
2026-03-03 20:26:59,139 INFO [sync_financials]   log:        C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260303_202659.log
2026-03-03 20:26:59,149 INFO [sync_financials] [SQLite] 生データ: 87,157 rows / 3,820 codes
2026-03-03 20:26:59,149 INFO [sync_financials] [SQLite] 差分モード: fetched_at >= 2026-02-01 20:26:59 (直近30日)
2026-03-03 20:26:59,516 INFO [sync_financials] [SQLite] 重複排除後: 72,490 rows
2026-03-03 20:26:59,522 INFO [sync_financials] [SYNC] quarter 分布: {"1Q": 17819, "2Q": 17771, "3Q": 17832, "4Q": 13, "FY": 19055}
2026-03-03 20:26:59,522 INFO [sync_financials] [SYNC] 開始: 72,490 rows → financials (145 batches × 500)
2026-03-03 20:26:59,730 INFO [sync_financials]   batch 1/145: 500 rows upserted (累計 500 / 72,490, 0.2秒)
2026-03-03 20:27:01,533 INFO [sync_financials]   batch 13/145: 500 rows upserted (累計 6,500 / 72,490, 2.0秒)
2026-03-03 20:27:01,684 INFO [sync_financials]   batch 14/145: 500 rows upserted (累計 7,000 / 72,490, 2.2秒)
2026-03-03 20:27:01,847 INFO [sync_financials]   batch 15/145: 500 rows upserted (累計 7,500 / 72,490, 2.3秒)
2026-03-03 20:27:01,995 INFO [sync_financials]   batch 16/145: 500 rows upserted (累計 8,000 / 72,490, 2.5秒)
2026-03-03 20:27:02,153 INFO [sync_financials]   batch 17/145: 500 rows upserted (累計 8,500 / 72,490, 2.6秒)
2026-03-03 20:27:02,312 INFO [sync_financials]   batch 18/145: 500 rows upserted (累計 9,000 / 72,490, 2.8秒)
2026-03-03 20:27:02,494 INFO [sync_financials]   batch 19/145: 500 rows upserted (累計 9,500 / 72,490, 3.0秒)
2026-03-03 20:27:02,656 INFO [sync_financials]   batch 20/145: 500 rows upserted (累計 10,000 / 72,490, 3.1秒)
2026-03-03 20:27:02,800 INFO [sync_financials]   batch 21/145: 500 rows upserted (累計 10,500 / 72,490, 3.3秒)
2026-03-03 20:27:02,983 INFO [sync_financials]   batch 22/145: 500 rows upserted (累計 11,000 / 72,490, 3.5秒)
2026-03-03 20:27:03,126 INFO [sync_financials]   batch 23/145: 500 rows upserted (累計 11,500 / 72,490, 3.6秒)
2026-03-03 20:27:03,291 INFO [sync_financials]   batch 24/145: 500 rows upserted (累計 12,000 / 72,490, 3.8秒)
2026-03-03 20:27:03,461 INFO [sync_financials]   batch 25/145: 500 rows upserted (累計 12,500 / 72,490, 3.9秒)
2026-03-03 20:27:03,633 INFO [sync_financials]   batch 26/145: 500 rows upserted (累計 13,000 / 72,490, 4.1秒)
2026-03-03 20:27:03,768 INFO [sync_financials]   batch 27/145: 500 rows upserted (累計 13,500 / 72,490, 4.2秒)
2026-03-03 20:27:03,915 INFO [sync_financials]   batch 28/145: 500 rows upserted (累計 14,000 / 72,490, 4.4秒)
2026-03-03 20:27:04,074 INFO [sync_financials]   batch 29/145: 500 rows upserted (累計 14,500 / 72,490, 4.6秒)
2026-03-03 20:27:04,255 INFO [sync_financials]   batch 30/145: 500 rows upserted (累計 15,000 / 72,490, 4.7秒)
2026-03-03 20:27:04,416 INFO [sync_financials]   batch 31/145: 500 rows upserted (累計 15,500 / 72,490, 4.9秒)
2026-03-03 20:27:04,575 INFO [sync_financials]   batch 32/145: 500 rows upserted (累計 16,000 / 72,490, 5.1秒)
2026-03-03 20:27:04,733 INFO [sync_financials]   batch 33/145: 500 rows upserted (累計 16,500 / 72,490, 5.2秒)
2026-03-03 20:27:04,903 INFO [sync_financials]   batch 34/145: 500 rows upserted (累計 17,000 / 72,490, 5.4秒)
2026-03-03 20:27:05,051 INFO [sync_financials]   batch 35/145: 500 rows upserted (累計 17,500 / 72,490, 5.5秒)
2026-03-03 20:27:05,203 INFO [sync_financials]   batch 36/145: 500 rows upserted (累計 18,000 / 72,490, 5.7秒)
2026-03-03 20:27:05,362 INFO [sync_financials]   batch 37/145: 500 rows upserted (累計 18,500 / 72,490, 5.8秒)
2026-03-03 20:27:05,546 INFO [sync_financials]   batch 38/145: 500 rows upserted (累計 19,000 / 72,490, 6.0秒)
2026-03-03 20:27:05,714 INFO [sync_financials]   batch 39/145: 500 rows upserted (累計 19,500 / 72,490, 6.2秒)
2026-03-03 20:27:05,868 INFO [sync_financials]   batch 40/145: 500 rows upserted (累計 20,000 / 72,490, 6.3秒)
2026-03-03 20:27:06,025 INFO [sync_financials]   batch 41/145: 500 rows upserted (累計 20,500 / 72,490, 6.5秒)
2026-03-03 20:27:06,186 INFO [sync_financials]   batch 42/145: 500 rows upserted (累計 21,000 / 72,490, 6.7秒)
2026-03-03 20:27:06,340 INFO [sync_financials]   batch 43/145: 500 rows upserted (累計 21,500 / 72,490, 6.8秒)
2026-03-03 20:27:06,579 INFO [sync_financials]   batch 44/145: 500 rows upserted (累計 22,000 / 72,490, 7.1秒)
2026-03-03 20:27:06,737 INFO [sync_financials]   batch 45/145: 500 rows upserted (累計 22,500 / 72,490, 7.2秒)
2026-03-03 20:27:06,892 INFO [sync_financials]   batch 46/145: 500 rows upserted (累計 23,000 / 72,490, 7.4秒)
2026-03-03 20:27:07,050 INFO [sync_financials]   batch 47/145: 500 rows upserted (累計 23,500 / 72,490, 7.5秒)
2026-03-03 20:27:07,225 INFO [sync_financials]   batch 48/145: 500 rows upserted (累計 24,000 / 72,490, 7.7秒)
2026-03-03 20:27:07,385 INFO [sync_financials]   batch 49/145: 500 rows upserted (累計 24,500 / 72,490, 7.9秒)
2026-03-03 20:27:07,534 INFO [sync_financials]   batch 50/145: 500 rows upserted (累計 25,000 / 72,490, 8.0秒)
2026-03-03 20:27:07,683 INFO [sync_financials]   batch 51/145: 500 rows upserted (累計 25,500 / 72,490, 8.2秒)
2026-03-03 20:27:07,842 INFO [sync_financials]   batch 52/145: 500 rows upserted (累計 26,000 / 72,490, 8.3秒)
2026-03-03 20:27:07,992 INFO [sync_financials]   batch 53/145: 500 rows upserted (累計 26,500 / 72,490, 8.5秒)
2026-03-03 20:27:08,148 INFO [sync_financials]   batch 54/145: 500 rows upserted (累計 27,000 / 72,490, 8.6秒)
2026-03-03 20:27:08,330 INFO [sync_financials]   batch 55/145: 500 rows upserted (累計 27,500 / 72,490, 8.8秒)
2026-03-03 20:27:08,493 INFO [sync_financials]   batch 56/145: 500 rows upserted (累計 28,000 / 72,490, 9.0秒)
2026-03-03 20:27:08,654 INFO [sync_financials]   batch 57/145: 500 rows upserted (累計 28,500 / 72,490, 9.1秒)
2026-03-03 20:27:08,798 INFO [sync_financials]   batch 58/145: 500 rows upserted (累計 29,000 / 72,490, 9.3秒)
2026-03-03 20:27:08,946 INFO [sync_financials]   batch 59/145: 500 rows upserted (累計 29,500 / 72,490, 9.4秒)
2026-03-03 20:27:09,103 INFO [sync_financials]   batch 60/145: 500 rows upserted (累計 30,000 / 72,490, 9.6秒)
2026-03-03 20:27:09,258 INFO [sync_financials]   batch 61/145: 500 rows upserted (累計 30,500 / 72,490, 9.7秒)
2026-03-03 20:27:09,430 INFO [sync_financials]   batch 62/145: 500 rows upserted (累計 31,000 / 72,490, 9.9秒)
2026-03-03 20:27:09,577 INFO [sync_financials]   batch 63/145: 500 rows upserted (累計 31,500 / 72,490, 10.1秒)
2026-03-03 20:27:09,736 INFO [sync_financials]   batch 64/145: 500 rows upserted (累計 32,000 / 72,490, 10.2秒)
2026-03-03 20:27:09,933 INFO [sync_financials]   batch 65/145: 500 rows upserted (累計 32,500 / 72,490, 10.4秒)
2026-03-03 20:27:10,093 INFO [sync_financials]   batch 66/145: 500 rows upserted (累計 33,000 / 72,490, 10.6秒)
2026-03-03 20:27:10,237 INFO [sync_financials]   batch 67/145: 500 rows upserted (累計 33,500 / 72,490, 10.7秒)
2026-03-03 20:27:10,375 INFO [sync_financials]   batch 68/145: 500 rows upserted (累計 34,000 / 72,490, 10.9秒)
2026-03-03 20:27:10,526 INFO [sync_financials]   batch 69/145: 500 rows upserted (累計 34,500 / 72,490, 11.0秒)
2026-03-03 20:27:10,701 INFO [sync_financials]   batch 70/145: 500 rows upserted (累計 35,000 / 72,490, 11.2秒)
2026-03-03 20:27:10,885 INFO [sync_financials]   batch 71/145: 500 rows upserted (累計 35,500 / 72,490, 11.4秒)
2026-03-03 20:27:11,055 INFO [sync_financials]   batch 72/145: 500 rows upserted (累計 36,000 / 72,490, 11.5秒)
2026-03-03 20:27:11,240 INFO [sync_financials]   batch 73/145: 500 rows upserted (累計 36,500 / 72,490, 11.7秒)
2026-03-03 20:27:11,403 INFO [sync_financials]   batch 74/145: 500 rows upserted (累計 37,000 / 72,490, 11.9秒)
2026-03-03 20:27:11,562 INFO [sync_financials]   batch 75/145: 500 rows upserted (累計 37,500 / 72,490, 12.0秒)
2026-03-03 20:27:11,703 INFO [sync_financials]   batch 76/145: 500 rows upserted (累計 38,000 / 72,490, 12.2秒)
2026-03-03 20:27:11,887 INFO [sync_financials]   batch 77/145: 500 rows upserted (累計 38,500 / 72,490, 12.4秒)
2026-03-03 20:27:12,050 INFO [sync_financials]   batch 78/145: 500 rows upserted (累計 39,000 / 72,490, 12.5秒)
2026-03-03 20:27:12,217 INFO [sync_financials]   batch 79/145: 500 rows upserted (累計 39,500 / 72,490, 12.7秒)
2026-03-03 20:27:12,383 INFO [sync_financials]   batch 80/145: 500 rows upserted (累計 40,000 / 72,490, 12.9秒)
2026-03-03 20:27:12,576 INFO [sync_financials]   batch 81/145: 500 rows upserted (累計 40,500 / 72,490, 13.1秒)
2026-03-03 20:27:12,758 INFO [sync_financials]   batch 82/145: 500 rows upserted (累計 41,000 / 72,490, 13.2秒)
2026-03-03 20:27:12,921 INFO [sync_financials]   batch 83/145: 500 rows upserted (累計 41,500 / 72,490, 13.4秒)
2026-03-03 20:27:13,064 INFO [sync_financials]   batch 84/145: 500 rows upserted (累計 42,000 / 72,490, 13.5秒)
2026-03-03 20:27:13,235 INFO [sync_financials]   batch 85/145: 500 rows upserted (累計 42,500 / 72,490, 13.7秒)
2026-03-03 20:27:13,397 INFO [sync_financials]   batch 86/145: 500 rows upserted (累計 43,000 / 72,490, 13.9秒)
2026-03-03 20:27:13,585 INFO [sync_financials]   batch 87/145: 500 rows upserted (累計 43,500 / 72,490, 14.1秒)
2026-03-03 20:27:13,773 INFO [sync_financials]   batch 88/145: 500 rows upserted (累計 44,000 / 72,490, 14.3秒)
2026-03-03 20:27:13,920 INFO [sync_financials]   batch 89/145: 500 rows upserted (累計 44,500 / 72,490, 14.4秒)
2026-03-03 20:27:14,087 INFO [sync_financials]   batch 90/145: 500 rows upserted (累計 45,000 / 72,490, 14.6秒)
2026-03-03 20:27:14,239 INFO [sync_financials]   batch 91/145: 500 rows upserted (累計 45,500 / 72,490, 14.7秒)
2026-03-03 20:27:14,407 INFO [sync_financials]   batch 92/145: 500 rows upserted (累計 46,000 / 72,490, 14.9秒)
2026-03-03 20:27:14,609 INFO [sync_financials]   batch 93/145: 500 rows upserted (累計 46,500 / 72,490, 15.1秒)
2026-03-03 20:27:14,775 INFO [sync_financials]   batch 94/145: 500 rows upserted (累計 47,000 / 72,490, 15.3秒)
2026-03-03 20:27:15,199 INFO [sync_financials]   batch 95/145: 500 rows upserted (累計 47,500 / 72,490, 15.7秒)
2026-03-03 20:27:15,361 INFO [sync_financials]   batch 96/145: 500 rows upserted (累計 48,000 / 72,490, 15.8秒)
2026-03-03 20:27:15,553 INFO [sync_financials]   batch 97/145: 500 rows upserted (累計 48,500 / 72,490, 16.0秒)
2026-03-03 20:27:15,705 INFO [sync_financials]   batch 98/145: 500 rows upserted (累計 49,000 / 72,490, 16.2秒)
2026-03-03 20:27:15,846 INFO [sync_financials]   batch 99/145: 500 rows upserted (累計 49,500 / 72,490, 16.3秒)
2026-03-03 20:27:16,022 INFO [sync_financials]   batch 100/145: 500 rows upserted (累計 50,000 / 72,490, 16.5秒)
2026-03-03 20:27:16,193 INFO [sync_financials]   batch 101/145: 500 rows upserted (累計 50,500 / 72,490, 16.7秒)
2026-03-03 20:27:16,380 INFO [sync_financials]   batch 102/145: 500 rows upserted (累計 51,000 / 72,490, 16.9秒)
2026-03-03 20:27:16,556 INFO [sync_financials]   batch 103/145: 500 rows upserted (累計 51,500 / 72,490, 17.0秒)
2026-03-03 20:27:16,752 INFO [sync_financials]   batch 104/145: 500 rows upserted (累計 52,000 / 72,490, 17.2秒)
2026-03-03 20:27:16,918 INFO [sync_financials]   batch 105/145: 500 rows upserted (累計 52,500 / 72,490, 17.4秒)
2026-03-03 20:27:17,069 INFO [sync_financials]   batch 106/145: 500 rows upserted (累計 53,000 / 72,490, 17.5秒)
2026-03-03 20:27:17,223 INFO [sync_financials]   batch 107/145: 500 rows upserted (累計 53,500 / 72,490, 17.7秒)
2026-03-03 20:27:17,371 INFO [sync_financials]   batch 108/145: 500 rows upserted (累計 54,000 / 72,490, 17.8秒)
2026-03-03 20:27:17,569 INFO [sync_financials]   batch 109/145: 500 rows upserted (累計 54,500 / 72,490, 18.0秒)
2026-03-03 20:27:17,736 INFO [sync_financials]   batch 110/145: 500 rows upserted (累計 55,000 / 72,490, 18.2秒)
2026-03-03 20:27:17,879 INFO [sync_financials]   batch 111/145: 500 rows upserted (累計 55,500 / 72,490, 18.4秒)
2026-03-03 20:27:18,045 INFO [sync_financials]   batch 112/145: 500 rows upserted (累計 56,000 / 72,490, 18.5秒)
2026-03-03 20:27:18,198 INFO [sync_financials]   batch 113/145: 500 rows upserted (累計 56,500 / 72,490, 18.7秒)
2026-03-03 20:27:18,359 INFO [sync_financials]   batch 114/145: 500 rows upserted (累計 57,000 / 72,490, 18.8秒)
2026-03-03 20:27:18,554 INFO [sync_financials]   batch 115/145: 500 rows upserted (累計 57,500 / 72,490, 19.0秒)
2026-03-03 20:27:18,708 INFO [sync_financials]   batch 116/145: 500 rows upserted (累計 58,000 / 72,490, 19.2秒)
2026-03-03 20:27:18,880 INFO [sync_financials]   batch 117/145: 500 rows upserted (累計 58,500 / 72,490, 19.4秒)
2026-03-03 20:27:19,037 INFO [sync_financials]   batch 118/145: 500 rows upserted (累計 59,000 / 72,490, 19.5秒)
2026-03-03 20:27:19,189 INFO [sync_financials]   batch 119/145: 500 rows upserted (累計 59,500 / 72,490, 19.7秒)
2026-03-03 20:27:19,348 INFO [sync_financials]   batch 120/145: 500 rows upserted (累計 60,000 / 72,490, 19.8秒)
2026-03-03 20:27:19,516 INFO [sync_financials]   batch 121/145: 500 rows upserted (累計 60,500 / 72,490, 20.0秒)
2026-03-03 20:27:19,683 INFO [sync_financials]   batch 122/145: 500 rows upserted (累計 61,000 / 72,490, 20.2秒)
2026-03-03 20:27:19,825 INFO [sync_financials]   batch 123/145: 500 rows upserted (累計 61,500 / 72,490, 20.3秒)
2026-03-03 20:27:19,972 INFO [sync_financials]   batch 124/145: 500 rows upserted (累計 62,000 / 72,490, 20.4秒)
2026-03-03 20:27:20,133 INFO [sync_financials]   batch 125/145: 500 rows upserted (累計 62,500 / 72,490, 20.6秒)
2026-03-03 20:27:20,316 INFO [sync_financials]   batch 126/145: 500 rows upserted (累計 63,000 / 72,490, 20.8秒)
2026-03-03 20:27:20,497 INFO [sync_financials]   batch 127/145: 500 rows upserted (累計 63,500 / 72,490, 21.0秒)
2026-03-03 20:27:20,654 INFO [sync_financials]   batch 128/145: 500 rows upserted (累計 64,000 / 72,490, 21.1秒)
2026-03-03 20:27:20,846 INFO [sync_financials]   batch 129/145: 500 rows upserted (累計 64,500 / 72,490, 21.3秒)
2026-03-03 20:27:21,006 INFO [sync_financials]   batch 130/145: 500 rows upserted (累計 65,000 / 72,490, 21.5秒)
2026-03-03 20:27:21,153 INFO [sync_financials]   batch 131/145: 500 rows upserted (累計 65,500 / 72,490, 21.6秒)
2026-03-03 20:27:21,319 INFO [sync_financials]   batch 132/145: 500 rows upserted (累計 66,000 / 72,490, 21.8秒)
2026-03-03 20:27:21,462 INFO [sync_financials]   batch 133/145: 500 rows upserted (累計 66,500 / 72,490, 21.9秒)
2026-03-03 20:27:21,599 INFO [sync_financials]   batch 134/145: 500 rows upserted (累計 67,000 / 72,490, 22.1秒)
2026-03-03 20:27:21,750 INFO [sync_financials]   batch 135/145: 500 rows upserted (累計 67,500 / 72,490, 22.2秒)
2026-03-03 20:27:21,918 INFO [sync_financials]   batch 136/145: 500 rows upserted (累計 68,000 / 72,490, 22.4秒)
2026-03-03 20:27:22,091 INFO [sync_financials]   batch 137/145: 500 rows upserted (累計 68,500 / 72,490, 22.6秒)
2026-03-03 20:27:22,233 INFO [sync_financials]   batch 138/145: 500 rows upserted (累計 69,000 / 72,490, 22.7秒)
2026-03-03 20:27:22,386 INFO [sync_financials]   batch 139/145: 500 rows upserted (累計 69,500 / 72,490, 22.9秒)
2026-03-03 20:27:22,632 INFO [sync_financials]   batch 140/145: 500 rows upserted (累計 70,000 / 72,490, 23.1秒)
2026-03-03 20:27:22,811 INFO [sync_financials]   batch 141/145: 500 rows upserted (累計 70,500 / 72,490, 23.3秒)
2026-03-03 20:27:22,964 INFO [sync_financials]   batch 142/145: 500 rows upserted (累計 71,000 / 72,490, 23.4秒)
2026-03-03 20:27:23,131 INFO [sync_financials]   batch 143/145: 500 rows upserted (累計 71,500 / 72,490, 23.6秒)
2026-03-03 20:27:23,310 INFO [sync_financials]   batch 144/145: 500 rows upserted (累計 72,000 / 72,490, 23.8秒)
2026-03-03 20:27:23,458 INFO [sync_financials]   batch 145/145: 490 rows upserted (累計 72,490 / 72,490, 23.9秒)
2026-03-03 20:27:23,458 INFO [sync_financials] [VERIFY] Supabase 側の検証中...
2026-03-03 20:27:23,758 INFO [sync_financials] [VERIFY] public.financials: 72,490 rows
2026-03-03 20:27:23,759 INFO [sync_financials] 
============================================================
  SYNC 完了
  upserted: 72,490 / 72,490
  errors:   0
  elapsed:  23.9秒
============================================================
2026-03-03 20:27:23,768 INFO [sync_financials] === sync_financials END (log: C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260303_202659.log) ===
