file_path,old_priority,new_priority,old_candidate_score,new_candidate_score,review_bucket,matched_keywords,tuning_reason
c:\Users\takuy\OneDrive\tdnet-excel-input\data\docs\140120260220566631.pdf,low,medium,3,5,high_confidence_extracted,自己株式の取得,old_low_high_confidence; improvement:promoted_to_medium
