ticker,period,quarter,sales,gross_profit,operating_profit
32310,2022-03-31,2Q,257126000000,,40360000000
32310,2022-03-31,3Q,361004000000,,49135000000
32310,2022-03-31,FY,645049000000,,91210000000
32310,2023-03-31,1Q,199721000000,,37289000000
32310,2023-03-31,2Q,314756000000,,48884000000
32310,2023-03-31,3Q,422590000000,,61450000000
32310,2023-03-31,FY,654735000000,,99598000000
32310,2024-03-31,1Q,209366000000,,38485000000
32310,2024-03-31,2Q,368318000000,,61372000000
32310,2024-03-31,3Q,518345000000,,78619000000
32310,2024-03-31,FY,734715000000,,112114000000
32310,2025-03-31,1Q,200915000000,,38197000000
32310,2025-03-31,2Q,381343000000,,68363000000
32310,2025-03-31,3Q,571854000000,,98845000000
32310,2025-03-31,FY,757638000000,,118958000000
32310,2026-03-31,1Q,221419000000,,36804000000
32310,2026-03-31,2Q,397749000000,,57194000000
32310,2026-03-31,3Q,581562000000,,80320000000
32320,2021-03-31,FY,81179000000,,403000000
32320,2022-03-31,1Q,16888000000,,-231000000
32320,2022-03-31,2Q,35664000000,,-212000000
32320,2022-03-31,3Q,58176000000,,978000000
32320,2022-03-31,FY,84351000000,,2996000000
32320,2023-03-31,1Q,19120000000,,994000000
32320,2023-03-31,2Q,39449000000,,1928000000
32320,2023-03-31,3Q,65660000000,,4415000000
32320,2023-03-31,FY,93124000000,,6374000000
32320,2024-03-31,1Q,21951000000,,1689000000
32320,2024-03-31,2Q,43770000000,,3486000000
32320,2024-03-31,3Q,69704000000,,6348000000
32320,2024-03-31,FY,98218000000,,7368000000
32320,2025-03-31,1Q,25263000000,,2565000000
32320,2025-03-31,2Q,51112000000,,5149000000
32320,2025-03-31,3Q,76002000000,,7582000000
32320,2025-03-31,FY,103849000000,,8415000000
32320,2026-03-31,1Q,23657000000,,2595000000
32320,2026-03-31,2Q,49925000000,,5245000000
32320,2026-03-31,3Q,76854000000,,8063000000
32340,2021-01-31,FY,9820000000,,6173000000
32340,2021-07-31,FY,9841000000,,6157000000
32340,2022-01-31,FY,9820000000,,6085000000
32340,2022-07-31,FY,11197000000,,6985000000
32340,2023-01-31,FY,11210000000,,6945000000
32340,2023-07-31,FY,11215000000,,6955000000
32340,2024-01-31,FY,11176000000,,6803000000
32340,2024-07-31,FY,11173000000,,6879000000
32340,2025-01-31,FY,11088000000,,6769000000
32340,2025-07-31,FY,11223000000,,6795000000
32370,2024-03-31,1Q,229000000,,-16000000
32490,2021-01-31,FY,13892000000,,7614000000
32490,2021-07-31,FY,15349000000,,7642000000
32490,2022-01-31,FY,16493000000,,6789000000
32490,2022-07-31,FY,17194000000,,7462000000
32490,2023-01-31,FY,17944000000,,6939000000
32490,2023-07-31,FY,17848000000,,8354000000
32490,2024-01-31,FY,18167000000,,8185000000
32490,2024-07-31,FY,21065000000,,9980000000
32490,2025-01-31,FY,21268000000,,10186000000
32490,2025-07-31,FY,22708000000,,10699000000
32690,2021-01-31,FY,17014000000,,8513000000
32690,2021-07-31,FY,16884000000,,8224000000
32690,2022-01-31,FY,17313000000,,8710000000
32690,2022-07-31,FY,17253000000,,8312000000
32690,2023-01-31,FY,17868000000,,8950000000
32690,2023-07-31,FY,18523000000,,8800000000
32690,2024-01-31,FY,18689000000,,8925000000
32690,2024-07-31,FY,18694000000,,8729000000
32690,2025-01-31,FY,18364000000,,8249000000
32690,2025-07-31,FY,20539000000,,10140000000
32790,2021-05-31,FY,14715000000,,8101000000
32790,2021-11-30,FY,15646000000,,8758000000
32790,2022-05-31,FY,15512000000,,8624000000
32790,2022-11-30,FY,16178000000,,8920000000
32790,2023-05-31,FY,17482000000,,9826000000
32790,2023-11-30,FY,17344000000,,9588000000
32790,2024-05-31,FY,15910000000,,8411000000
32790,2024-11-30,FY,15708000000,,7802000000
32790,2025-05-31,FY,15881000000,,8028000000
32790,2025-11-30,FY,16538000000,,8557000000
32810,2021-02-28,FY,21978000000,,12367000000
32810,2021-08-31,FY,23855000000,,13062000000
32810,2022-02-28,FY,24786000000,,14249000000
32810,2022-08-31,FY,24875000000,,13090000000
32810,2023-02-28,FY,26366000000,,14342000000
32810,2023-08-31,FY,27954000000,,15325000000
32810,2024-02-29,FY,25824000000,,13577000000
32810,2024-08-31,FY,27448000000,,14754000000
32810,2025-02-28,FY,29077000000,,16527000000
32810,2025-08-31,FY,30505000000,,17647000000
32820,2021-01-31,FY,9565000000,,4484000000
32820,2021-07-31,FY,10770000000,,5590000000
32820,2022-01-31,FY,9433000000,,4223000000
32820,2022-07-31,FY,9785000000,,4386000000
32820,2023-01-31,FY,10194000000,,4626000000
32820,2023-07-31,FY,10680000000,,4846000000
32820,2024-01-31,FY,10664000000,,4915000000
32820,2024-07-31,FY,11389000000,,5332000000
32820,2025-01-31,FY,11460000000,,5293000000
32820,2025-07-31,FY,12212000000,,5760000000
32830,2021-05-31,FY,24554000000,,11539000000
32830,2021-11-30,FY,25410000000,,11748000000
32830,2022-05-31,FY,26859000000,,12077000000
32830,2022-11-30,FY,27524000000,,11914000000
32830,2023-05-31,FY,28753000000,,12346000000
32830,2023-11-30,FY,30598000000,,13557000000
32830,2023-11-30,FY,30598653000,,13557719000
32830,2024-05-31,FY,30376000000,,13712000000
32830,2024-11-30,FY,31053000000,,13683000000
32830,2025-05-31,FY,34557000000,,16902000000
32830,2025-11-30,FY,35080000000,,16833000000
32870,2021-04-30,FY,4591000000,,1816000000
32870,2021-10-31,FY,4840000000,,1845000000
32870,2022-04-30,FY,5438000000,,2200000000
32870,2022-10-31,FY,5882000000,,2463000000
32870,2023-04-30,FY,6266000000,,2627000000
32870,2023-10-31,FY,6435000000,,2740000000
32870,2024-04-30,FY,6670000000,,2847000000
32870,2024-10-31,FY,7496000000,,3485000000
32870,2025-04-30,FY,7633000000,,3437000000
32870,2025-10-31,FY,8696000000,,4325000000
32890,2021-03-31,FY,907735000000,,56517000000
32890,2022-03-31,1Q,187303000000,,10707000000
32890,2022-03-31,2Q,411757000000,,33509000000
32890,2022-03-31,3Q,634119000000,,53214000000
32890,2022-03-31,FY,989049000000,,83817000000
32890,2023-03-31,1Q,220305000000,,24888000000
32890,2023-03-31,2Q,445010000000,,45876000000
32890,2023-03-31,3Q,641742000000,,61996000000
32890,2023-03-31,FY,1005836000000,,110410000000
32890,2024-03-31,1Q,253104000000,,34527000000
32890,2024-03-31,2Q,490696000000,,58044000000
32890,2024-03-31,3Q,717821000000,,75353000000
32890,2024-03-31,FY,1103047000000,,120238000000
32890,2025-03-31,1Q,267179000000,,31636000000
32890,2025-03-31,1Q,267179000000,,31636000000
32890,2025-03-31,2Q,503272000000,,50549000000
32890,2025-03-31,3Q,763248000000,,87845000000
32890,2025-03-31,FY,1150301000000,,140763000000
32890,2026-03-31,1Q,287983000000,,41232000000
32890,2026-03-31,2Q,591272000000,,78518000000
32890,2026-03-31,3Q,832221000000,,104125000000
32900,2021-02-28,FY,4060000000,,1274000000
32900,2021-08-31,FY,4889000000,,2878000000
32900,2022-02-28,FY,4384000000,,2262000000
32900,2022-08-31,FY,4516000000,,2184000000
32900,2023-02-28,FY,4598000000,,2134000000
32900,2023-08-31,FY,4636000000,,2147000000
32900,2024-02-29,FY,4575000000,,2131000000
32900,2024-08-31,FY,4658000000,,2178000000
32900,2025-02-28,FY,5001000000,,2487000000
32900,2025-08-31,FY,5332000000,,2866000000
32920,2021-01-31,FY,17701000000,,6802000000
32920,2021-07-31,FY,17696000000,,6749000000
32920,2022-01-31,FY,19928000000,,7691000000
32920,2022-07-31,FY,20121000000,,7561000000
32920,2023-01-31,FY,19987000000,,7620000000
32920,2023-07-31,FY,21008000000,,7970000000
32920,2024-01-31,FY,21054000000,,8048000000
32920,2024-07-31,FY,21161000000,,7670000000
32920,2025-01-31,FY,21190000000,,8053000000
32920,2025-07-31,FY,21572000000,,8192000000
32930,2023-03-31,FY,14163000000,,1203000000
32940,2024-03-31,FY,27321000000,,2013000000
32950,2021-02-28,FY,11170000000,,6232000000
32950,2021-08-31,FY,10505000000,,5763000000
32950,2022-02-28,FY,11006000000,,6150000000
32950,2022-08-31,FY,11502000000,,6298000000
32950,2023-02-28,FY,10678000000,,5625000000
32950,2023-08-31,FY,11222000000,,5882000000
32950,2024-02-29,FY,11323000000,,5960000000
32950,2024-08-31,FY,11504000000,,6066000000
32950,2025-02-28,FY,12456000000,,6787000000
32950,2025-08-31,FY,12782000000,,6942000000
32960,2021-06-30,FY,9410000000,,5499000000
32960,2021-12-31,FY,10041000000,,6043000000
32960,2021-12-31,FY,10041000000,,6043000000
32960,2022-06-30,FY,8534000000,,4599000000
32960,2022-12-31,FY,8547000000,,4442000000
32960,2023-06-30,FY,8865000000,,4440000000
32960,2023-12-31,FY,8828000000,,4705000000
32960,2024-06-30,FY,9865000000,,5499000000
32960,2024-12-31,FY,9963000000,,5653000000
32960,2025-06-30,FY,11013000000,,6835000000
32960,2025-12-31,FY,11654000000,,7471000000
33090,2021-04-30,FY,15055000000,,7989000000
33090,2021-10-31,FY,17291000000,,9413000000
33090,2022-04-30,FY,14756000000,,7625000000
33090,2022-10-31,FY,15797000000,,8078000000
33090,2023-04-30,FY,15365000000,,7508000000
33090,2023-10-31,FY,16485000000,,8343000000
33090,2024-04-30,FY,22078000000,,5896000000
33090,2024-10-31,FY,21751000000,,12849000000
33090,2025-04-30,FY,19601000000,,11267000000
33090,2025-10-31,FY,19379000000,,10807000000
33580,2023-03-31,FY,1425000000,,-33000000
33580,2024-03-31,FY,1422000000,,36000000
33820,2024-02-29,FY,11471753000000,,534248000000
33820,2025-02-28,FY,11972762000000,,420991000000
34010,2022-03-31,FY,926054000000,,44208000000
34160,2021-12-31,FY,2813000000,,124000000
34310,2021-03-31,FY,55268000000,,5501000000
34310,2022-03-31,1Q,12729000000,,1339000000
34310,2022-03-31,2Q,26318000000,,2755000000
34310,2022-03-31,3Q,42770000000,,4669000000
34310,2022-03-31,FY,58002000000,,5810000000
34310,2023-03-31,1Q,12370000000,,835000000
34310,2023-03-31,2Q,27951000000,,3184000000
34310,2023-03-31,3Q,43806000000,,4297000000
34310,2023-03-31,FY,60279000000,,5127000000
34310,2024-03-31,1Q,15684000000,,1230000000
34310,2024-03-31,2Q,31694000000,,2951000000
34310,2024-03-31,3Q,52309000000,,6801000000
34310,2024-03-31,FY,69365000000,,7904000000
34310,2025-03-31,1Q,15692000000,,1210000000
34310,2025-03-31,2Q,36100000000,,4480000000
34310,2025-03-31,3Q,53929000000,,7448000000
34310,2025-03-31,FY,74725000000,,9168000000
34310,2025-03-31,FY,74725000000,,9168000000
34310,2026-03-31,1Q,14734000000,,1437000000
34310,2026-03-31,2Q,28307000000,,2847000000
34310,2026-03-31,3Q,40918000000,,3387000000
34340,2023-03-31,FY,62882000000,,601000000
34340,2023-03-31,FY,62882000000,,601000000
34340,2024-03-31,2Q,36363000000,,792000000
34430,2025-03-31,1Q,32856000000,,2483000000
34450,2023-12-31,2Q,26126000000,,6395000000
34510,2021-04-30,FY,3311000000,,1652000000
34510,2021-10-31,FY,3157000000,,1532000000
34510,2022-04-30,FY,3302000000,,1582000000
34510,2022-10-31,FY,3437000000,,1619000000
34510,2023-04-30,FY,3482000000,,1630000000
34510,2023-10-31,FY,3521000000,,1656000000
34510,2024-04-30,FY,3577000000,,1695000000
34510,2024-10-31,FY,3662000000,,1736000000
34510,2025-04-30,FY,3693000000,,1760000000
34510,2025-10-31,FY,3727000000,,1796000000
34540,2024-11-30,2Q,4368000000,,603000000
34550,2021-01-31,FY,2058000000,,1067000000
34550,2021-07-31,FY,2073000000,,1078000000
34550,2022-01-31,FY,2080000000,,1072000000
34550,2022-07-31,FY,2371000000,,1265000000
34550,2023-01-31,FY,2632000000,,1453000000
34550,2023-01-31,FY,2632258000,,1453880000
34550,2023-07-31,FY,2438000000,,1268000000
34550,2024-01-31,FY,2438000000,,1254000000
34550,2024-07-31,FY,2514000000,,1298000000
34550,2025-01-31,FY,2522000000,,1273000000
34550,2025-07-31,FY,2547000000,,1286000000
34570,2022-06-30,FY,41395000000,,2871000000
34590,2021-01-31,FY,4357000000,,2171000000
34590,2021-07-31,FY,4176000000,,1859000000
34590,2022-01-31,FY,4842000000,,2309000000
34590,2022-07-31,FY,5408000000,,2549000000
34590,2023-01-31,FY,5460000000,,2537000000
34590,2023-07-31,FY,5822000000,,2632000000
34590,2024-01-31,FY,5884000000,,2719000000
34590,2024-07-31,FY,5715000000,,2467000000
34590,2025-01-31,FY,6390000000,,3215000000
34590,2025-07-31,FY,6214000000,,2828000000
34620,2021-02-28,FY,38064000000,,15370000000
34620,2021-08-31,FY,37519000000,,14741000000
34620,2022-02-28,FY,37520000000,,14593000000
34620,2022-08-31,FY,39022000000,,15584000000
34620,2023-02-28,FY,39986000000,,16113000000
34620,2023-08-31,FY,43645000000,,18931000000
34620,2024-02-29,FY,39375000000,,15172000000
34620,2024-08-31,FY,45081000000,,19941000000
34620,2025-02-28,FY,43117000000,,18336000000
34620,2025-08-31,FY,43710000000,,18561000000
34630,2021-01-31,FY,1035000000,,409000000
34630,2021-07-31,FY,1117000000,,465000000
34630,2022-01-31,FY,1125000000,,472000000
34630,2022-07-31,FY,1248000000,,566000000
34630,2023-01-31,FY,1562000000,,799000000
34630,2023-01-31,FY,1537000000,,781000000
34630,2023-07-31,FY,1796000000,,933000000
34630,2024-01-31,FY,2282000000,,1250000000
34630,2024-07-31,FY,2440000000,,1313000000
34630,2024-07-31,FY,2440490000,,1313979000
34630,2025-01-31,FY,5230000000,,3645000000
34630,2025-07-31,FY,3051000000,,1734000000
34660,2021-02-28,FY,9504000000,,5316000000
34660,2021-08-31,FY,10707000000,,5974000000
34660,2022-02-28,FY,10590000000,,5756000000
34660,2022-08-31,FY,10784000000,,5664000000
34660,2023-02-28,FY,10982000000,,5697000000
34660,2023-08-31,FY,11215000000,,5741000000
34660,2024-02-29,FY,13124000000,,7354000000
34660,2024-08-31,FY,12782000000,,6987000000
34660,2025-02-28,FY,12757000000,,7063000000
34660,2025-08-31,FY,13236000000,,7426000000
34680,2021-01-31,FY,6672000000,,3376000000
34680,2021-07-31,FY,5560000000,,2838000000
34680,2022-01-31,FY,5960000000,,3087000000
34680,2022-07-31,FY,6088000000,,3047000000
34680,2023-01-31,FY,6486000000,,3349000000
34680,2023-07-31,FY,6946000000,,3606000000
34680,2024-01-31,FY,7964000000,,4309000000
34680,2024-07-31,FY,8113000000,,4338000000
34680,2025-01-31,FY,9690000000,,5472000000
34680,2025-01-31,FY,9690078000,,5472322000
34680,2025-07-31,FY,9988000000,,5758000000
34700,2021-06-30,FY,1313000000,,570000000
34700,2021-12-31,FY,1402000000,,654000000
34700,2022-06-30,FY,1779000000,,841000000
34700,2022-12-31,FY,1841000000,,815000000
34700,2023-06-30,FY,2141000000,,985000000
34700,2023-12-31,FY,2081000000,,899000000
34700,2024-06-30,FY,2208000000,,977000000
34700,2024-12-31,FY,2578000000,,1241000000
34700,2025-06-30,FY,3157000000,,1226000000
34700,2025-12-31,FY,2514000000,,1150000000
34710,2021-01-31,FY,8139000000,,3786000000
34710,2021-07-31,FY,9267000000,,3935000000
34710,2022-01-31,FY,9502000000,,3971000000
34710,2022-07-31,FY,10607000000,,4459000000
34710,2023-01-31,FY,10960000000,,4504000000
34710,2023-07-31,FY,11478000000,,4604000000
34710,2024-01-31,FY,11845000000,,4738000000
34710,2024-07-31,FY,12413000000,,4821000000
34710,2024-10-31,FY,6498000000,,2369000000
34710,2025-07-31,FY,26382000000,,10501000000
34720,2021-05-31,FY,1348000000,,593000000
34720,2021-11-30,FY,1344000000,,589000000
34720,2022-05-31,FY,1291000000,,554000000
34720,2022-11-30,FY,1237000000,,505000000
34720,2023-05-31,FY,1221000000,,523000000
34720,2023-11-30,FY,1202000000,,516000000
34720,2024-05-31,FY,1301000000,,568000000
34720,2024-11-30,FY,1287000000,,560000000
34720,2025-05-31,FY,1714000000,,865000000
34720,2025-11-30,FY,1877000000,,996000000
34760,2021-04-30,FY,4973000000,,2321000000
34760,2021-10-31,FY,5113000000,,2397000000
34760,2022-04-30,FY,5275000000,,2547000000
34760,2022-10-31,FY,5666000000,,2611000000
34760,2023-04-30,FY,6308000000,,2820000000
34760,2023-10-31,FY,5744000000,,2467000000
34760,2024-04-30,FY,5887000000,,2660000000
34760,2024-10-31,FY,6201000000,,2776000000
34760,2025-04-30,FY,8419000000,,2984000000
34760,2025-10-31,FY,5977000000,,2928000000
34810,2021-02-28,FY,4203000000,,2204000000
34810,2021-08-31,FY,4953000000,,2555000000
34810,2022-02-28,FY,5028000000,,2640000000
34810,2022-08-31,FY,6276000000,,3329000000
34810,2023-02-28,FY,7149000000,,3833000000
34810,2023-08-31,FY,7510000000,,3800000000
34810,2024-02-29,FY,7746000000,,4034000000
34810,2024-08-31,FY,9168000000,,5165000000
34810,2024-08-31,FY,9168165000,,5165189000
34810,2025-02-28,FY,9108000000,,5133000000
34810,2025-08-31,FY,8041000000,,4218000000
34870,2021-06-30,FY,3159000000,,1800000000
34870,2021-12-31,FY,3595000000,,2088000000
34870,2022-06-30,FY,3871000000,,2119000000
34870,2022-12-31,FY,5758000000,,3818000000
34870,2023-06-30,FY,4239000000,,2330000000
34870,2023-12-31,FY,4525000000,,2488000000
34870,2024-06-30,FY,4466000000,,2383000000
34870,2024-12-31,FY,4679000000,,2548000000
34870,2025-06-30,FY,4707000000,,2589000000
34870,2025-12-31,FY,4762000000,,2645000000
34880,2021-02-28,FY,1293000000,,716000000
34880,2021-08-31,FY,1305000000,,701000000
34880,2022-02-28,FY,1611000000,,946000000
34880,2022-02-28,FY,1611000000,,946000000
34880,2022-08-31,FY,1874000000,,1121000000
34880,2023-02-28,FY,1646000000,,908000000
34880,2023-08-31,FY,1665000000,,882000000
34880,2024-02-29,FY,1662000000,,922000000
34880,2024-08-31,FY,1682000000,,935000000
34880,2025-02-28,FY,1841000000,,1042000000
34880,2025-08-31,FY,1714000000,,925000000
34920,2021-02-28,FY,2874000000,,1702000000
34920,2021-08-31,FY,3061000000,,1843000000
34920,2022-02-28,FY,4030000000,,2093000000
34920,2022-08-31,FY,3545000000,,2020000000
34920,2023-02-28,FY,3612000000,,2092000000
34920,2023-08-31,FY,3886000000,,2258000000
34920,2024-02-29,FY,3891000000,,2263000000
34920,2024-08-31,FY,4400000000,,2584000000
34920,2025-02-28,FY,5334000000,,3291000000
34920,2025-08-31,FY,5595000000,,3437000000
35430,2022-02-28,FY,33317000000,,7305000000
35460,2021-02-28,FY,157404000000,,8350000000
35470,2021-11-30,2Q,2328000000,,-1233000000
35580,2023-02-28,FY,10464000000,,991000000
35910,2021-03-31,FY,152204000000,,-1115000000
35910,2022-03-31,1Q,42305000000,,1938000000
35910,2022-03-31,2Q,87419000000,,3976000000
35910,2022-03-31,3Q,130187000000,,5057000000
35910,2022-03-31,FY,172860000000,,5013000000
36070,2025-08-31,FY,13591000000,,402000000
36110,2025-03-31,FY,70579000000,,433000000
36120,2023-03-31,FY,214246000000,,11686000000
36450,2021-05-31,FY,3330000000,,331000000
36700,2021-02-28,FY,4509000000,,165000000
36710,2025-12-31,2Q,3845000000,,418000000
36710,2025-12-31,3Q,5238000000,,541000000
36830,2021-12-31,FY,13241000000,,945000000
36900,2023-09-30,FY,3626000000,,318000000
37190,2025-12-31,3Q,1761000000,,228000000
37990,2024-03-31,FY,20511000000,,873000000
38030,2024-03-31,FY,527000000,,-13000000
38070,2021-12-31,FY,1156000000,,130000000
38400,2021-03-31,FY,2208000000,,-539000000
38400,2022-03-31,1Q,579000000,,-162000000
38400,2022-03-31,FY,2114000000,,-681000000
38560,2024-06-30,2Q,108543000000,,10057000000
39000,2021-09-30,FY,7769000000,,575000000
39000,2024-09-30,3Q,12409000000,,1070000000
39070,2025-11-30,FY,4303000000,,147000000
39210,2022-01-31,2Q,2842000000,,641000000
39340,2022-03-31,FY,11567000000,,1507000000
39340,2024-03-31,FY,13065000000,,887000000
39370,2025-03-31,FY,6340000000,,1315000000
39500,2023-12-31,2Q,44878000000,,2976000000
39610,2021-12-31,1Q,311000000,,67000000
39610,2021-12-31,2Q,611000000,,139000000
39610,2021-12-31,2Q,611000000,,139000000
39610,2021-12-31,3Q,911000000,,187000000
39610,2021-12-31,3Q,911000000,,187000000
39610,2021-12-31,FY,1209000000,,217000000
39610,2022-12-31,1Q,303000000,,31000000
39610,2022-12-31,2Q,608000000,,56000000
39610,2022-12-31,3Q,918000000,,59000000
39610,2022-12-31,FY,1241000000,,99000000
39610,2022-12-31,FY,1241000000,,99000000
39610,2023-12-31,1Q,318000000,,28000000
39610,2023-12-31,2Q,638000000,,60000000
39610,2023-12-31,3Q,949000000,,87000000
39610,2023-12-31,FY,1257000000,,95000000
39610,2024-12-31,1Q,312000000,,32000000
39610,2024-12-31,2Q,627000000,,57000000
39610,2024-12-31,3Q,929000000,,69000000
39610,2024-12-31,FY,1229000000,,65000000
39610,2024-12-31,FY,1229000000,,65000000
39610,2025-12-31,1Q,274000000,,-9000000
39610,2025-12-31,2Q,540000000,,-10000000
39610,2025-12-31,3Q,787000000,,-29000000
39610,2025-12-31,FY,1045000000,,-28000000
39680,2024-12-31,FY,18717000000,,720000000
39700,2023-03-31,FY,4570000000,,343000000
39790,2022-03-31,FY,4029000000,,-241000000
39880,2024-07-31,FY,12397000000,,684000000
39910,2021-08-31,2Q,1635000000,,418000000
39910,2021-08-31,3Q,2575000000,,521000000
39910,2021-08-31,FY,3574000000,,414000000
39910,2022-08-31,1Q,1059000000,,257000000
39910,2022-08-31,2Q,2177000000,,478000000
39910,2022-08-31,3Q,3328000000,,945000000
39910,2022-08-31,FY,4497000000,,1251000000
39910,2023-08-31,1Q,1186000000,,345000000
39910,2023-08-31,2Q,2396000000,,793000000
39910,2023-08-31,3Q,3580000000,,1234000000
39910,2023-08-31,FY,4746000000,,1589000000
39910,2024-08-31,1Q,1168000000,,394000000
39910,2024-08-31,2Q,2327000000,,745000000
39910,2024-08-31,3Q,3516000000,,1137000000
39910,2024-08-31,FY,4722000000,,1594000000
