file_path,file_name,stage,error_type,error_message,text_extract_ok,file_size
c:\Users\takuy\OneDrive\tdnet-excel-input\data\docs\140120260224567389.pdf,140120260224567389.pdf,extract_text,empty_text,No text extracted from PDF,False,335774
